CODE,DESCRIPTION,QTY,UNIT,RATE,SUBTOTAL,MARKUP,TOTAL
08.RE.0.4.3.2.2.R6,Rectangular Fabric to Retaining & Core Walls - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.0,Core Walls,,,,,,
08.RE.0.4.3.3.1,Ribbed Square Mesh,,,,,,
08.RE.0.4.3.3.1.R0,Square Fabric to Retaining & Core Walls - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.3.3.1.R1,Square Fabric to Retaining & Core Walls - SL62 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.1.R2,Square Fabric to Retaining & Core Walls - SL72 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.1.R3,Square Fabric to Retaining & Core Walls - SL82 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.1.R4,Square Fabric to Retaining & Core Walls - SL92 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.1.R5,Square Fabric to Retaining & Core Walls - SL102 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.1.R6,Square Fabric to Retaining & Core Walls - SL81 100mm x 100mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2,Ribbed Rectangular Mesh,,,,,,
08.RE.0.4.3.3.2.R0,Rectangular Fabric to Retaining & Core Walls - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.3.3.2.R1,Rectangular Fabric to Retaining & Core Walls - RL718 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2.R2,Rectangular Fabric to Retaining & Core Walls - RL818 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2.R3,Rectangular Fabric to Retaining & Core Walls - RL918 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2.R4,Rectangular Fabric to Retaining & Core Walls - RL1018 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2.R5,Rectangular Fabric to Retaining & Core Walls - RL1118 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.3.3.2.R6,Rectangular Fabric to Retaining & Core Walls - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.0.2,Columns,,m2,,,,
08.RE.0.4.4.1.0,Ribbed Square Mesh,,,,,,
08.RE.0.4.4.1.0.R0,Square Fabric to Columns - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.4.1.0.R1,Square Fabric to Columns - SL62 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.1.0.R2,Square Fabric to Columns - SL72 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.1.0.R3,Square Fabric to Columns - SL82 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.1.0.R4,Square Fabric to Columns - SL92 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.1.0.R5,Square Fabric to Columns - SL102 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.1.0.R6,Square Fabric to Columns - SL81 100mm x 100mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0,Ribbed Rectangular Mesh,,,,,,
08.RE.0.4.4.2.0.R0,Rectangular Fabric to Columns - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.4.2.0.R1,Rectangular Fabric to Columns - RL718 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0.R2,Rectangular Fabric to Columns - RL818 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0.R3,Rectangular Fabric to Columns - RL918 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0.R4,Rectangular Fabric to Columns - RL1018 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0.R5,Rectangular Fabric to Columns - RL1118 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.4.2.0.R6,Rectangular Fabric to Columns - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.0.0,Beams,,,,,,
08.RE.0.4.5.1.0,Ribbed Square Mesh,,,,,,
08.RE.0.4.5.1.0.R0,Square Fabric to Beams - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.5.1.0.R1,Square Fabric to Beams - SL62 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.1.0.R2,Square Fabric to Beams - SL72 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.1.0.R3,Square Fabric to Beams - SL82 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.1.0.R4,Square Fabric to Beams - SL92 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.1.0.R5,Square Fabric to Beams - SL102 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.1.0.R6,Square Fabric to Beams - SL81 100mm x 100mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0,Ribbed Rectangular Mesh,,,,,,
08.RE.0.4.5.2.0.R0,Rectangular Fabric to Beams - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.5.2.0.R1,Rectangular Fabric to Beams - RL718 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0.R2,Rectangular Fabric to Beams - RL818 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0.R3,Rectangular Fabric to Beams - RL918 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0.R4,Rectangular Fabric to Beams - RL1018 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0.R5,Rectangular Fabric to Beams - RL1118 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.5.2.0.R6,Rectangular Fabric to Beams - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.6.0.0,Casing to steelworks,,,,,,
08.RE.0.4.7.0.0,Stairs and landings,,,,,,
08.RE.0.4.7.1.0,Ribbed Square Mesh,,,,,,
08.RE.0.4.7.1.0.R0,Square Fabric to Stairs & Landings - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.7.1.0.R1,Square Fabric to Stairs & Landings - SL62 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.1.0.R2,Square Fabric to Stairs & Landings - SL72 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.1.0.R3,Square Fabric to Stairs & Landings - SL82 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.1.0.R4,Square Fabric to Stairs & Landings - SL92 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.1.0.R5,Square Fabric to Stairs & Landings - SL102 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.1.0.R6,Square Fabric to Stairs & Landings - SL81 100mm x 100mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0,Ribbed Rectangular Mesh,,,,,,
08.RE.0.4.7.2.0.R0,Rectangular Fabric to Stairs & Landings - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.7.2.0.R1,Rectangular Fabric to Stairs & Landings - RL718 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0.R2,Rectangular Fabric to Stairs & Landings - RL818 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0.R3,Rectangular Fabric to Stairs & Landings - RL918 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0.R4,Rectangular Fabric to Stairs & Landings - RL1018 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0.R5,Rectangular Fabric to Stairs & Landings - RL1118 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.7.2.0.R6,Rectangular Fabric to Stairs & Landings - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.0.0,External pavings,,,,,,
08.RE.0.4.8.1.0,Ribbed Square Mesh,,,,,,
08.RE.0.4.8.1.0.R0,Square Fabric to External Pavings - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.8.1.0.R1,Square Fabric to External Pavings - SL62 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.1.0.R2,Square Fabric to External Pavings - SL72 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.1.0.R3,Square Fabric to External Pavings - SL82 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.1.0.R4,Square Fabric to External Pavings - SL92 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.1.0.R5,Square Fabric to External Pavings - SL102 200mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.1.0.R6,Square Fabric to External Pavings - SL81 100mm x 100mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0,Ribbed Rectangular Mesh,,,,,,
08.RE.0.4.8.2.0.R0,Rectangular Fabric to External Pavings - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.4.8.2.0.R1,Rectangular Fabric to External Pavings - RL718 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0.R2,Rectangular Fabric to External Pavings - RL818 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0.R3,Rectangular Fabric to External Pavings - RL918 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0.R4,Rectangular Fabric to External Pavings - RL1018 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0.R5,Rectangular Fabric to External Pavings - RL1118 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.4.8.2.0.R6,Rectangular Fabric to External Pavings - RL1218 100mm x 200mm spaced wires including labour & small hand held plant,,m2,,,,
08.RE.0.5.0.2.0,Trench Mesh,,,,,,
08.RE.0.5.1.0.0,Footings,,,,,,
08.RE.0.5.1.0.0.R0,Trench Mesh To Footings - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.5.1.0.0.R1,Trench Mesh To Footings - 3-L8TM 3 Bar 8mm 200mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R2,Trench Mesh To Footings - 4-L8TM 4 Bar 8mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R3,Trench Mesh To Footings - 5-L8TM 5 Bar 8mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R4,Trench Mesh To Footings - 6-L8TM 6 Bar 8mm 500mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R5,Trench Mesh To Footings - 3-L11TM 3 Bar 11mm 200mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R6,Trench Mesh To Footings - 4-L11TM 4 Bar 11mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R7,Trench Mesh To Footings - 5-L11TM 5 Bar 11mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R8,Trench Mesh To Footings - 6-L11TM 6 Bar 11mm 500mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R9,Trench Mesh To Footings - 3-L12TM 3 Bar 12mm 200mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R10,Trench Mesh To Footings - 4-L12TM 4 Bar 12mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R11,Trench Mesh To Footings - 5-L12TM 5 Bar 12mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R12,Trench Mesh To Footings - 6-L12TM 6 Bar 12mm 500mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R13,Trench Mesh To Footings - 3-L16TM 3 Bar 16mm 200mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.1.0.0.R14,Trench Mesh To Footings - 4-L16TM 4 Bar 16mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0,Other Applications,,,,,,
08.RE.0.5.2.0.0.R0,Trench Mesh To Other Applications - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.5.2.0.0.R1,Trench Mesh To Other Applications - 3-L8TM 3 Bar 8mm 200mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R2,Trench Mesh To Other Applications - 4-L8TM 4 Bar 8mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R3,Trench Mesh To Other Applications - 5-L8TM 5 Bar 8mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R4,Trench Mesh To Other Applications - 6-L8TM 6 Bar 8mm 500mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R5,Trench Mesh To Other Applications - 3-L11TM 3 Bar 11mm 200mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R6,Trench Mesh To Other Applications - 4-L11TM 4 Bar 11mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R7,Trench Mesh To Other Applications - 5-L11TM 5 Bar 11mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R8,Trench Mesh To Other Applications - 6-L11TM 6 Bar 11mm 500mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R9,Trench Mesh To Other Applications - 3-L12TM 3 Bar 12mm 200mm wide including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R10,Trench Mesh To Other Applications - 4-L12TM 4 Bar 12mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R11,Trench Mesh To Other Applications - 5-L12TM 5 Bar 12mm 400mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R12,Trench Mesh To Other Applications - 6-L12TM 6 Bar 12mm 500mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R13,Trench Mesh To Other Applications - 3-L16TM 3 Bar 16mm 200mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.5.2.0.0.R14,Trench Mesh To Other Applications - 4-L16TM 4 Bar 16mm 300mm wide  including labour & small hand held plant,,m,,,,
08.RE.0.6.0.0.0,Special Clamps,,,,,,
08.RE.0.6.1.0.0,Dowell Bars,,,,,,
08.RE.0.6.1.1.0,Not Drilled Into Structure NE 1000mm,,,,,,
08.RE.0.6.1.1.0.R0,Dowell Bar 0-250mm length - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.6.1.1.0.R1,Dowell Bar 0-250mm length - N12 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.1.0.R2,Dowell Bar 0-250mm length - N16 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.1.0.R3,Dowell Bar 0-250mm length - N20 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.1.0.R4,Dowell Bar 0-250mm length - N24 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.1.0.R5,Dowell Bar 0-250mm length - N28 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.1.0.R7,Dowell Bar 0-250mm length - N32 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0,Not Drilled Into Structure NE 2000mm,,,,,,
08.RE.0.6.1.2.0.R0,Dowell Bar 251-500mm length - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.6.1.2.0.R1,Dowell Bar 251-500mm length - N12 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0.R2,Dowell Bar 251-500mm length - N16 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0.R3,Dowell Bar 251-500mm length - N20 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0.R4,Dowell Bar 251-500mm length - N24 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0.R5,Dowell Bar 251-500mm length - N28 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.2.0.R7,Dowell Bar 251-500mm length - N32 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0,Drilled Into Structure 0-250mm NE 1000mm,,,,,,
08.RE.0.6.1.3.0.R0,Drilled Dowell Bar 0-250mm depth - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.6.1.3.0.R1,Drilled Dowell Bar 0-250mm depth - N12 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0.R2,Drilled Dowell Bar 0-250mm depth - N16 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0.R3,Drilled Dowell Bar 0-250mm depth - N20 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0.R4,Drilled Dowell Bar 0-250mm depth - N24 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0.R5,Drilled Dowell Bar 0-250mm depth - N28 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.3.0.R7,Drilled Dowell Bar 0-250mm depth - N32 Bar Not Exceeding 1.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0,Drilled Into Structure 251-500mm NE 2000mm,,,,,,
08.RE.0.6.1.4.0.R0,Drilled Dowell Bar 251-500mm depth - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.6.1.4.0.R1,Drilled Dowell Bar 251-500mm depth - N12 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0.R2,Drilled Dowell Bar 251-500mm depth - N16 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0.R3,Drilled Dowell Bar 251-500mm depth - N20 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0.R4,Drilled Dowell Bar 251-500mm depth - N24 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0.R5,Drilled Dowell Bar 251-500mm depth - N28 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.6.1.4.0.R7,Drilled Dowell Bar 251-500mm depth - N32 Bar Not Exceeding 2.0m long epoxy grouted into hole,,no,,,,
08.RE.0.100.0.4.0,Other Items,,,,,,
08.RE.0.100.10.0.0,Skilled labour,,,,,,
08.RE.0.100.10.0.0.R0,Steel Fixer Skilled - Labour Per Hour,,hr,,,,
08.RE.0.100.10.0.0.R1,Steel Fixer Skilled - Labour Per Tonne,,t,,,,
08.RE.0.100.20.0.0,Unskilled labour,,,,,,
08.RE.0.100.20.0.0.R0,Steel Fixer Un-Skilled - Labour Per Hour,,hr,,,,
08.RE.0.100.20.0.0.R1,Steel Fixer Un-Skilled - Labour Per Tonne,,t,,,,
08.RE.0.100.30.0.0,Uncategorised material,,,,,,
08.RE.0.100.30.1.0,Bar Chairs,,,,,,
08.RE.0.100.30.1.1,Plastic,,,,,,
08.RE.0.100.30.1.1.R0,Plastic Bar Chairs - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.100.30.1.1.R1,Plastic Bar Chairs - 0-50mm including labour,,no,,,,
08.RE.0.100.30.1.1.R2,Plastic Bar Chairs - 51-100mm including labour,,no,,,,
08.RE.0.100.30.1.1.R3,Plastic Bar Chairs - 101-150mm including labour,,no,,,,
08.RE.0.100.30.1.1.R4,Plastic Bar Chairs - 151-200mm including labour,,no,,,,
08.RE.0.100.30.1.2,Metal,,,,,,
08.RE.0.100.30.1.2.R0,Metal Bar Chairs - Labour Only Excludes material & plant,,hr,,,,
08.RE.0.100.30.1.2.R1,Metal Bar Chairs - 150mm DIA base,,no,,,,
08.RE.0.100.30.1.2.R2,Metal Bar Chairs - 200mm DIA base,,no,,,,
08.RE.0.100.30.1.2.R3,Metal Bar Chairs - 0-50mm including labour,,no,,,,
